comment_text,original_line,clean_text,sentiment,confidence,text_length,topic,emotions,anger,anger_linguistic,anger_sentence_count,fear,fear_linguistic,fear_sentence_count,disgust,disgust_linguistic,disgust_sentence_count,sadness,sadness_linguistic,sadness_sentence_count,joy,joy_linguistic,joy_sentence_count,none of them,none of them_linguistic,none of them_sentence_count,dominant_emotion,smart_topic_labels,detected_country,analysis_source,export_timestamp
 text: Wir haben die Kommentarfunktion für weitere Kommentare deaktiviert. Auf unserem Kanal findet ihr unsere tagesaktuellen Beiträge. Schaut dort gerne vorbei und diskutiert weiter mit!,1,text kommentarfunktion weitere kommentare deaktiviert kanal findet tagesaktuellen beiträge schaut gerne vorbei diskutiert,negative,0.971831202507019,187,1,"{'anger': 0.17771346867084503, 'fear': 0.00014627317432314157, 'disgust': 0.0011931912740692496, 'sadness': 0.024112917482852936, 'joy': 0.0748324990272522, 'none of them': 0.6609915494918823}",0.17771346867084503,0.0,0,0.00014627317432314157,0.0,0,0.0011931912740692496,0.0,0,0.024112917482852936,0.0,0,0.0748324990272522,0.0,0,0.6609915494918823,0.0,0,none of them,Reden & Text,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: Wo ist die kritische Haltung von Herr Welzer geblieben?,2,text kritische haltung herr welzer geblieben,neutral,0.9811469316482544,62,-1,"{'anger': 0.8450424671173096, 'fear': 0.00022923726646695286, 'disgust': 0.01663382723927498, 'sadness': 0.03708408400416374, 'joy': 0.0076090628281235695, 'none of them': 0.09363843500614166, 'joy_linguistic': 0.5, 'joy_sentence_count': 1, 'fear_linguistic': 0.5, 'fear_sentence_count': 1}",0.8450424671173096,0.0,0,0.00022923726646695286,0.5,1,0.01663382723927498,0.0,0,0.03708408400416374,0.0,0,0.0076090628281235695,0.5,1,0.09363843500614166,0.0,0,anger,Sonstige Themen,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: \Working class\- warum kann man das nicht übersetzen? = \arbeitend\ (Tätigkeit), nicht \Arbeiter\ (Status) - richtig!",3,text working class warum übersetzen arbeitend tätigkeit arbeiter status richtig,negative,0.9884780049324036,124,15,"{'anger': 0.6575046181678772, 'fear': 0.0001280289434362203, 'disgust': 0.0037025464698672295, 'sadness': 0.03148762881755829, 'joy': 0.015562696382403374, 'none of them': 0.34909653663635254}",0.6575046181678772,0.0,0,0.0001280289434362203,0.0,0,0.0037025464698672295,0.0,0,0.03148762881755829,0.0,0,0.015562696382403374,0.0,0,0.34909653663635254,0.0,0,anger,Wurden & Lebe,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: Feier ich, das der Soziologe immer am Gähnen ist...xDD",4,text feier soziologe immer gähnen istxdd,negative,0.7518302798271179,61,-1,"{'anger': 0.19656170904636383, 'fear': 4.2187464714515954e-05, 'disgust': 0.004065567161887884, 'sadness': 0.045495182275772095, 'joy': 0.2971321940422058, 'none of them': 0.38404473662376404, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.19656170904636383,0.0,0,4.2187464714515954e-05,0.0,0,0.004065567161887884,0.0,0,0.045495182275772095,0.0,0,0.2971321940422058,1.0,1,0.38404473662376404,0.0,0,joy,Sonstige Themen,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: Sollten im Herbst die Schulen wieder betroffen sein.. fällt mir ehrlich gesagt nichts mehr ein..,5,text sollten herbst schulen betroffen fällt ehrlich gesagt mehr,negative,0.9924577474594116,103,0,"{'anger': 0.5923374891281128, 'fear': 6.841269350843504e-05, 'disgust': 0.006386326625943184, 'sadness': 0.14909222722053528, 'joy': 0.02019856497645378, 'none of them': 0.2368619441986084}",0.5923374891281128,0.0,0,6.841269350843504e-05,0.0,0,0.006386326625943184,0.0,0,0.14909222722053528,0.0,0,0.02019856497645378,0.0,0,0.2368619441986084,0.0,0,anger,Schule & Kinder,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: Bin gegen die Digitalisierung der Schulen. Digitale Medien sind nichts für Kindergehirne,6,text digitalisierung schulen digitale medien kindergehirne,neutral,0.9931665062904358,95,0,"{'anger': 0.0495583675801754, 'fear': 0.00036511701182462275, 'disgust': 0.002226854907348752, 'sadness': 0.014354587532579899, 'joy': 0.039218969643116, 'none of them': 0.921775221824646}",0.0495583675801754,0.0,0,0.00036511701182462275,0.0,0,0.002226854907348752,0.0,0,0.014354587532579899,0.0,0,0.039218969643116,0.0,0,0.921775221824646,0.0,0,none of them,Schule & Kinder,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: Das ist Alles politisch gewollt, es sind keine Zufälle oder höhere Mächte im Spiel.",7,text politisch gewollt zufälle höhere mächte spiel,neutral,0.9997952580451965,90,1,"{'anger': 0.7005873918533325, 'fear': 8.313819125760347e-05, 'disgust': 0.005634094588458538, 'sadness': 0.03625484183430672, 'joy': 0.01753142476081848, 'none of them': 0.24710442125797272}",0.7005873918533325,0.0,0,8.313819125760347e-05,0.0,0,0.005634094588458538,0.0,0,0.03625484183430672,0.0,0,0.01753142476081848,0.0,0,0.24710442125797272,0.0,0,anger,Reden & Text,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: Die  Schulbildung in privaten Schulen ist schon im Gange. Die Staatlichen Schulen bekommen immer weniger Förderliche Unterrichtsstunden für sozial schwache Schüler.,8,text schulbildung privaten schulen schon gange staatlichen schulen bekommen immer weniger förderliche unterrichtsstunden sozial schwache schüler,neutral,0.9948030114173889,171,0,"{'anger': 0.7477710843086243, 'fear': 0.00013598057557828724, 'disgust': 0.007496157195419073, 'sadness': 0.13580481708049774, 'joy': 0.011173847131431103, 'none of them': 0.11462973803281784}",0.7477710843086243,0.0,0,0.00013598057557828724,0.0,0,0.007496157195419073,0.0,0,0.13580481708049774,0.0,0,0.011173847131431103,0.0,0,0.11462973803281784,0.0,0,anger,Schule & Kinder,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: Die Armut wird wachsen, es wird so gewollt von den Gebildeten reichen, Politikern, Investoren und großen Unternehmen. Deshalb diese Untersuchungen der Studierenden, Berufe auszubildenden und Schüler.",9,text armut wachsen gewollt gebildeten reichen politikern investoren großen unternehmen deshalb untersuchungen studierenden berufe auszubildenden schüler,neutral,0.9999270439147949,206,0,"{'anger': 0.8294052481651306, 'fear': 0.00027360633248463273, 'disgust': 0.032235801219940186, 'sadness': 0.06891937553882599, 'joy': 0.005959074012935162, 'none of them': 0.05296245589852333}",0.8294052481651306,0.0,0,0.00027360633248463273,0.0,0,0.032235801219940186,0.0,0,0.06891937553882599,0.0,0,0.005959074012935162,0.0,0,0.05296245589852333,0.0,0,anger,Schule & Kinder,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: Warum werden immer nur Lehrer*innen als Schulpersonal genannt. Es braucht mehr Schulsozialarbeiter*innen, Psycholog*innen und mehrere Menschen, die unter einem gemeinsamen Konzept arbeiten. Sonst lassen wir noch mehr Lehrer*innen ausbrennen...",10,text warum immer lehrerinnen schulpersonal genannt braucht mehr schulsozialarbeiterinnen psychologinnen mehrere menschen gemeinsamen konzept arbeiten lassen mehr lehrerinnen ausbrennen,negative,0.9741155505180359,250,0,"{'anger': 0.8543702960014343, 'fear': 0.00046421526349149644, 'disgust': 0.005346168298274279, 'sadness': 0.024174759164452553, 'joy': 0.005006068851798773, 'none of them': 0.11224272102117538, 'sadness_linguistic': 0.3333333333333333, 'sadness_sentence_count': 1, 'disgust_linguistic': 0.3333333333333333, 'disgust_sentence_count': 1, 'anger_linguistic': 0.3333333333333333, 'anger_sentence_count': 1}",0.8543702960014343,0.3333333333333333,1,0.00046421526349149644,0.0,0,0.005346168298274279,0.3333333333333333,1,0.024174759164452553,0.3333333333333333,1,0.005006068851798773,0.0,0,0.11224272102117538,0.0,0,anger,Schule & Kinder,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: Edeka Spot richtig geil,11,text edeka spot richtig geil,positive,0.9674106240272522,30,4,"{'anger': 0.037341855466365814, 'fear': 0.00016766808403190225, 'disgust': 0.004005557391792536, 'sadness': 0.005612372420728207, 'joy': 0.9191679358482361, 'none of them': 0.056693416088819504, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.037341855466365814,0.0,0,0.00016766808403190225,0.0,0,0.004005557391792536,0.0,0,0.005612372420728207,0.0,0,0.9191679358482361,1.0,1,0.056693416088819504,0.0,0,joy,Falsch & Text,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: Hauptsache viele sind pro CDU/CSU die als Hauptakteure mit dafür gesorgt haben, dass wir dieses ganze Chaos hatten und viele Probleme hatten und haben werden.\n\nSollte die Union bei der nächsten Wahl wirklich das Rennen machen, bewegen wir uns in Deutschland nur weiter in die Vergangenheit.",12,text hauptsache viele pro cducsu hauptakteure dafür gesorgt ganze chaos viele probleme werdennnsollte union nächsten wahl wirklich rennen bewegen deutschland vergangenheit,neutral,0.9523086547851562,299,8,"{'anger': 0.9356012940406799, 'fear': 0.0021624290384352207, 'disgust': 0.012845008634030819, 'sadness': 0.02440573461353779, 'joy': 0.004512838087975979, 'none of them': 0.027767609804868698}",0.9356012940406799,0.0,0,0.0021624290384352207,0.0,0,0.012845008634030819,0.0,0,0.02440573461353779,0.0,0,0.004512838087975979,0.0,0,0.027767609804868698,0.0,0,anger,Deutschland & Leuten,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: Ich finde es ja so langsam echt dreist...es ist immer die fehlende Bildungspolitik....keine spricht über das Versagen der Eltern....wo sind die Verlierer der Pandemie....ja das sind zufällig Kinder von Eltern, die schon selber so schulfern sind. Warum wird wagt es keiner mal dieses Versagen der Eltern anzusprechen???",13,text finde langsam echt dreistes immer fehlende bildungspolitikkeine spricht versagen elternwo verlierer pandemieja zufällig kinder eltern schon selber schulfern warum wagt mal versagen eltern anzusprechen,negative,0.9969887137413025,325,0,"{'anger': 0.9479308724403381, 'fear': 0.0038261371664702892, 'disgust': 0.022081587463617325, 'sadness': 0.021203981712460518, 'joy': 0.0053873262368142605, 'none of them': 0.018410181626677513}",0.9479308724403381,0.0,0,0.0038261371664702892,0.0,0,0.022081587463617325,0.0,0,0.021203981712460518,0.0,0,0.0053873262368142605,0.0,0,0.018410181626677513,0.0,0,anger,Schule & Kinder,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: Ja..die armen Kinder...hat sich irgendjemand über die Kriegskinder Gedanken gemacht???? Das sind alles auch normale Menschen geworden. Die haben über Jahre keine Schule gehabt und haben es auch geschafft.,14,text jadie armen kinderhat irgendjemand kriegskinder gedanken gemacht normale menschen geworden jahre schule gehabt geschafft,negative,0.9864300489425659,211,0,"{'anger': 0.3461267054080963, 'fear': 0.00020087063603568822, 'disgust': 0.049123819917440414, 'sadness': 0.5609127283096313, 'joy': 0.010053269565105438, 'none of them': 0.05042154714465141, 'none of them_linguistic': 1.0, 'none of them_sentence_count': 1}",0.3461267054080963,0.0,0,0.00020087063603568822,0.0,0,0.049123819917440414,0.0,0,0.5609127283096313,0.0,0,0.010053269565105438,0.0,0,0.05042154714465141,1.0,1,none of them,Schule & Kinder,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: Ein sehr guter Talk. Zusammenfassend werden in vielen Bereichen vorhandene Erkenntnisse ignoriert und offensichtlich aus monetären Gründen nicht umgesetzt. Wie hier in einem Kommentar steht: es wird zu viel auf Theoretiker gehört. Ich arbeite seit mehr als 12 Jahren erfolgreich digital in meiner Grundschule. Gefragt, welche Endgeräte angeschafft werden sollen entscheiden die, die in der Kommune gerade  die Funktionsstelle haben, egal, ob sie qualifiziert sind oder nicht.",15,text guter talk zusammenfassend vielen bereichen vorhandene erkenntnisse ignoriert offensichtlich monetären gründen umgesetzt kommentar steht theoretiker gehört arbeite seit mehr jahren erfolgreich digital grundschule gefragt endgeräte angeschafft sollen entscheiden kommune gerade funktionsstelle egal qualifiziert,negative,0.9793128967285156,482,0,"{'anger': 0.8597875237464905, 'fear': 0.00041263483581133187, 'disgust': 0.0042138551361858845, 'sadness': 0.02302570454776287, 'joy': 0.00682130828499794, 'none of them': 0.13617052137851715, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.8597875237464905,0.0,0,0.00041263483581133187,0.0,0,0.0042138551361858845,0.0,0,0.02302570454776287,0.0,0,0.00682130828499794,1.0,1,0.13617052137851715,0.0,0,anger,Schule & Kinder,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: Ich wusste gar nicht, dass Mickey Rourke so gut deutsch spricht (im Übrigen ein hervorragender Talkgast)",16,text wusste gar mickey rourke gut deutsch spricht übrigen hervorragender talkgast,neutral,0.7774520516395569,111,1,"{'anger': 0.2677023410797119, 'fear': 7.875890878494829e-05, 'disgust': 0.002232687547802925, 'sadness': 0.010316388681530952, 'joy': 0.1599288284778595, 'none of them': 0.45660459995269775, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.2677023410797119,0.0,0,7.875890878494829e-05,0.0,0,0.002232687547802925,0.0,0,0.010316388681530952,0.0,0,0.1599288284778595,1.0,1,0.45660459995269775,0.0,0,joy,Reden & Text,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: \Willst du dafür verantwortlich sein,17,text willst dafür verantwortlich,neutral,0.9951506853103638,43,-1,"{'anger': 0.704219400882721, 'fear': 0.0003123893984593451, 'disgust': 0.00927985180169344, 'sadness': 0.014060942456126213, 'joy': 0.004484968259930611, 'none of them': 0.27270272374153137}",0.704219400882721,0.0,0,0.0003123893984593451,0.0,0,0.00927985180169344,0.0,0,0.014060942456126213,0.0,0,0.004484968259930611,0.0,0,0.27270272374153137,0.0,0,anger,Sonstige Themen,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: 4:45: Oh mein Gott! Hat Herr Welzer es tatsächlich gewagt, in einem Punkt Männer als nicht privilegierte Sexisten darzustellen, sondern tatsächliche als Benachteiligte der Gesellschaft??? Alice Schwarzer wo bist duuuu!!!",18,text gott herr welzer tatsächlich gewagt punkt männer privilegierte sexisten darzustellen tatsächliche benachteiligte gesellschaft alice schwarzer duuuu,negative,0.9932689070701599,227,-1,"{'anger': 0.9383813738822937, 'fear': 0.002045951783657074, 'disgust': 0.032931432127952576, 'sadness': 0.016514338552951813, 'joy': 0.006068401038646698, 'none of them': 0.019636893644928932, 'none of them_linguistic': 1.0, 'none of them_sentence_count': 1}",0.9383813738822937,0.0,0,0.002045951783657074,0.0,0,0.032931432127952576,0.0,0,0.016514338552951813,0.0,0,0.006068401038646698,0.0,0,0.019636893644928932,1.0,1,anger,Sonstige Themen,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: Bildung ist Ländersache?! Auch so ein Thema was man abschaffen sollte, quer durch alle Bundesländer und politischen Parteien lief es nicht gut. Man muss in diesem Zusammenhang aber auch erwähnen, dass gerade die Union im Bund Familien und Kinder während und nach der Pandemie (bzw jetzt im \Sommerloch\) nicht wirklich im Blick hat. Die Grünen setzen sich massiv dafür im Wahlkampf ein, doch viele Eltern scheinen auch hier blind zu sein und trotz der Verfehlungen weiter auf dem alten \gemütlichen\ Pfad zu bleiben.... Kinder und Familien sind unsere Zukunft und brauchen einen höheren Stellenwert. Dazu gehört nicht nur Bildung und Digitalisierung sondern auch effektiver Klimaschutz.",19,text bildung ländersache thema abschaffen quer bundesländer politischen parteien lief gut zusammenhang erwähnen gerade union bund familien kinder pandemie bzw sommerloch wirklich blick grünen setzen massiv dafür wahlkampf viele eltern scheinen blind trotz verfehlungen alten gemütlichen pfad bleiben kinder familien zukunft brauchen höheren stellenwert gehört bildung digitalisierung effektiver klimaschutz,negative,0.7654913663864136,693,0,"{'anger': 0.9217869639396667, 'fear': 0.001025641686283052, 'disgust': 0.011972165666520596, 'sadness': 0.02081114985048771, 'joy': 0.00615197466686368, 'none of them': 0.03691740706562996, 'joy_linguistic': 0.5, 'joy_sentence_count': 1, 'anger_linguistic': 0.5, 'anger_sentence_count': 1}",0.9217869639396667,0.5,1,0.001025641686283052,0.0,0,0.011972165666520596,0.0,0,0.02081114985048771,0.0,0,0.00615197466686368,0.5,1,0.03691740706562996,0.0,0,anger,Schule & Kinder,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: Haha das gleiche höre ich schon seid über 30 Jahren und dieses Volk merkt noch nicht einmal das man rein gar nichts Verbessern möchte. Immer weiter mit den Lobbisten Parteien.,20,text haha gleiche höre schon seid jahren volk merkt rein gar verbessern möchte immer lobbisten parteien,negative,0.9900658130645752,182,1,"{'anger': 0.9461345672607422, 'fear': 0.002836776664480567, 'disgust': 0.02858571894466877, 'sadness': 0.015317066572606564, 'joy': 0.005893168970942497, 'none of them': 0.018776729702949524}",0.9461345672607422,0.0,0,0.002836776664480567,0.0,0,0.02858571894466877,0.0,0,0.015317066572606564,0.0,0,0.005893168970942497,0.0,0,0.018776729702949524,0.0,0,anger,Reden & Text,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: Erst regen sich alle auf und dann wählen sie CDU,21,text erst regen wählen cdu,neutral,0.9855861067771912,55,9,"{'anger': 0.07028917223215103, 'fear': 0.00022858772717881948, 'disgust': 0.0024615617003291845, 'sadness': 0.016880344599485397, 'joy': 0.036138907074928284, 'none of them': 0.8778769969940186}",0.07028917223215103,0.0,0,0.00022858772717881948,0.0,0,0.0024615617003291845,0.0,0,0.016880344599485397,0.0,0,0.036138907074928284,0.0,0,0.8778769969940186,0.0,0,none of them,Wählen & Cdu,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: CDU, SPD, FDP und AfD darf nicht mehr gewählt werden wenn man die Spaltung der Gesellschaft verhindern will",22,text cdu spd fdp afd darf mehr gewählt spaltung gesellschaft verhindern,neutral,0.9907149076461792,114,9,"{'anger': 0.5344040393829346, 'fear': 0.00016803460312075913, 'disgust': 0.0030416185036301613, 'sadness': 0.025829117745161057, 'joy': 0.00934598222374916, 'none of them': 0.46843183040618896}",0.5344040393829346,0.0,0,0.00016803460312075913,0.0,0,0.0030416185036301613,0.0,0,0.025829117745161057,0.0,0,0.00934598222374916,0.0,0,0.46843183040618896,0.0,0,anger,Wählen & Cdu,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: Hübsch 💋,23,text hübsch,negative,0.9296208024024963,15,3,"{'anger': 0.03851373493671417, 'fear': 6.874871178297326e-05, 'disgust': 0.013357334770262241, 'sadness': 0.003640358103439212, 'joy': 0.7444136142730713, 'none of them': 0.061391737312078476}",0.03851373493671417,0.0,0,6.874871178297326e-05,0.0,0,0.013357334770262241,0.0,0,0.003640358103439212,0.0,0,0.7444136142730713,0.0,0,0.061391737312078476,0.0,0,joy,Text & Pur,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: Kinder sind dem Staat scheiß egal!  Kneipen, Stadien offen, Schulen zu.",24,text kinder staat scheiß egal kneipen stadien offen schulen,negative,0.995834469795227,78,0,"{'anger': 0.928956151008606, 'fear': 0.0009688229765743017, 'disgust': 0.01905210316181183, 'sadness': 0.02676909603178501, 'joy': 0.006202767603099346, 'none of them': 0.030369957908988}",0.928956151008606,0.0,0,0.0009688229765743017,0.0,0,0.01905210316181183,0.0,0,0.02676909603178501,0.0,0,0.006202767603099346,0.0,0,0.030369957908988,0.0,0,anger,Schule & Kinder,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: Nee Herr Lanz falsch es gibt auch viele verhaltensauffällige Mädchen,25,text nee herr lanz falsch gibt viele verhaltensauffällige mädchen,neutral,0.9972419738769531,75,-1,"{'anger': 0.8915784955024719, 'fear': 0.0007109009893611073, 'disgust': 0.04774196073412895, 'sadness': 0.03234434127807617, 'joy': 0.004965916741639376, 'none of them': 0.039148811250925064}",0.8915784955024719,0.0,0,0.0007109009893611073,0.0,0,0.04774196073412895,0.0,0,0.03234434127807617,0.0,0,0.004965916741639376,0.0,0,0.039148811250925064,0.0,0,anger,Sonstige Themen,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: Die Reichen Schülergruppen von Privatschulen oder gut situierten Elternhäusern kommen besser weg als die ärmeren Schichten,26,text reichen schülergruppen privatschulen gut situierten elternhäusern kommen besser ärmeren schichten,neutral,0.9998338222503662,129,0,"{'anger': 0.732842206954956, 'fear': 6.91083914716728e-05, 'disgust': 0.006460930220782757, 'sadness': 0.044288475066423416, 'joy': 0.040159597992897034, 'none of them': 0.13027045130729675, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.732842206954956,0.0,0,6.91083914716728e-05,0.0,0,0.006460930220782757,0.0,0,0.044288475066423416,0.0,0,0.040159597992897034,1.0,1,0.13027045130729675,0.0,0,anger,Schule & Kinder,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
 text: Konservatives Deutschland in a nutshell,27,text konservatives deutschland nutshell,neutral,0.9819151163101196,46,-1,"{'anger': 0.049234744161367416, 'fear': 0.0004839145694859326, 'disgust': 0.0032021014485508204, 'sadness': 0.007709438446909189, 'joy': 0.02741442807018757, 'none of them': 0.9250389337539673, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.049234744161367416,0.0,0,0.0004839145694859326,0.0,0,0.0032021014485508204,0.0,0,0.007709438446909189,0.0,0,0.02741442807018757,1.0,1,0.9250389337539673,0.0,0,none of them,Sonstige Themen,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
" text: Man kann ja von Kenfm / Jebsen halten was man mag, aber dem Kanal muss / kann man für Interviews mit Gerald Hüther, Margret Rasfeld und Michael Hüter etc. nur danken.",28,text kenfm jebsen halten mag kanal interviews gerald hüther margret rasfeld michael hüter etc danken,neutral,0.8855201005935669,173,1,"{'anger': 0.02922436036169529, 'fear': 0.00043927470687776804, 'disgust': 0.0011767458636313677, 'sadness': 0.005759874824434519, 'joy': 0.2672472596168518, 'none of them': 0.6582277417182922}",0.02922436036169529,0.0,0,0.00043927470687776804,0.0,0,0.0011767458636313677,0.0,0,0.005759874824434519,0.0,0,0.2672472596168518,0.0,0,0.6582277417182922,0.0,0,none of them,Reden & Text,Deutschland,2021-06-29_Xlh1RJcjwD8_Corona_ Verpasste Chancen der Bildungspolitik _ Markus Lanz.csv,2025-05-30T08:49:03.543484
